Canonical_SMILES,Device_tier,Train/Valid/Test,CN,predicted,glob_vector
CCCCCCCCCCCCCC(=O)OCCCCCC,3,Train,72,80.07861,4.665471 21.383167 -12.631192 -5.615248 4.296095 2.508544 -24.922775 -3.360865 14.678081 -0.600407 4.305439 8.166601 7.416555 -3.206553 -1.424064 13.896799 11.001768 7.871811 10.532078 -5.772799 15.324492 3.910646 4.135740 9.226224 -2.396700 -6.468750 1.632402 1.364788 7.590103 -18.548275 3.924654 -0.896563 -7.364952 -11.474511 -7.182847 3.162223 5.755414 4.031942 2.367164 -11.908247 11.989202 6.972085 -7.636844 5.096109 10.799440 -1.679940 6.790590 -12.742628 -1.695186 -22.731937 5.430663 10.239929 -15.174637 -10.844534 8.452657 -5.288036 -1.910383 -11.990431 15.084616 -6.670145 -0.330609 -4.009629 11.636961 3.775620
C=C(CC(C)(C)C)CC(C)(C)CC(C)(C)C,3,Train,5,4.923365,0.421652 1.733017 -0.900195 -0.482115 0.349117 -0.394402 -1.647233 -0.935834 1.045632 -0.102746 0.088909 1.138319 -0.217769 -0.254616 -0.770681 0.742142 0.508151 0.765708 0.655678 -0.710402 1.051671 -0.632640 -0.167837 -0.245464 0.006308 -0.617647 -0.265922 0.299939 0.427341 -1.460305 0.222573 0.045693 -0.384976 -0.480192 -0.262954 0.254595 0.370220 0.265165 0.434679 -0.480243 0.079548 0.326853 -0.565258 0.010252 0.910458 -0.190283 0.262283 -0.781664 0.011704 -1.366906 -0.110216 0.007327 -0.988642 -0.414885 0.743177 -0.354809 -0.076411 -0.664905 1.215129 -0.813548 0.039989 -0.643646 0.182794 0.614381
CCCCCCOC(=O)CCCCCCCC(=O)OCCCCCC,3,Train,99,94.96381,4.430719 26.328690 -14.513903 -5.414681 4.955666 4.348151 -32.152695 -2.390682 18.642012 -1.279885 7.145813 12.067543 8.364471 -2.747701 -3.127626 19.230780 14.177679 8.899446 14.380455 -7.030129 17.647591 5.864408 3.299580 13.535687 -1.537089 -5.327187 2.319655 5.002019 9.677761 -22.070007 2.876760 -1.002316 -5.575310 -15.983906 -9.397699 5.583951 8.335446 4.468446 3.081457 -13.224449 14.069908 11.114357 -12.080174 6.169473 14.190296 -1.612428 7.831106 -12.654419 -0.843686 -28.272190 6.525433 9.644960 -18.296087 -14.432892 8.676190 -7.746851 -3.694254 -14.038936 18.568123 -5.730968 -2.041499 -5.071885 13.418637 3.373486
CCCCCCCCC=CCCCCCCCC(=O)OCC(C)C,3,Train,60,62.832844,2.911391 15.650582 -10.030910 -5.187961 3.499091 1.351722 -19.223705 -3.517655 10.888003 -0.709539 3.087846 6.362287 4.409872 -2.866312 -0.700902 10.844957 8.629457 5.964619 7.526215 -4.649340 12.056331 3.000493 2.871378 6.704806 -1.428910 -5.178480 1.059713 2.238691 6.076258 -14.263094 2.875744 -0.991765 -5.624371 -8.742440 -3.985369 1.747289 4.632818 3.383672 0.998255 -9.963003 8.753670 5.806265 -5.505717 2.611245 8.360273 -1.569343 5.766388 -9.415560 -0.701716 -17.451139 3.717272 7.937345 -11.851164 -9.250711 6.872173 -4.652003 -1.746979 -8.354259 12.577738 -5.989222 -0.447498 -3.720305 9.140968 3.561408
CCCCCCCCC(C)=CCCCCCCC,3,Train,66,66.42811,3.763018 17.002127 -9.991198 -5.563333 3.904222 2.052648 -20.530750 -3.333065 12.249209 -1.135449 3.714864 6.393246 3.979507 -3.038859 -1.444791 12.244319 9.748461 6.324905 8.731653 -5.831620 12.458553 2.848135 3.159758 7.630739 -1.679098 -5.468660 1.215960 2.299215 5.752436 -15.516391 2.536700 -1.089134 -5.375744 -9.987779 -5.720544 2.217583 5.943176 3.167707 0.724435 -10.236820 9.406070 6.799094 -6.494563 3.177219 9.062240 -1.176647 5.254533 -10.265574 -0.281152 -19.389347 3.983910 7.735778 -12.270472 -10.104839 6.576791 -5.912844 -1.702863 -8.563188 13.108605 -5.877742 -0.894668 -3.829265 9.288391 2.934009
CCCCCCC(C)(C)C,3,Train,59,59.288074,2.646143 14.857375 -9.502238 -5.615093 3.260317 1.412060 -18.518442 -3.163768 10.005747 -0.821247 3.033098 5.682859 3.321766 -2.395776 -1.033894 10.848539 8.384983 5.321270 7.315472 -5.180289 11.580179 2.651814 2.206487 6.520385 -1.122715 -4.757099 0.665203 2.385387 5.131094 -13.580132 2.030322 -0.844315 -5.415186 -8.392362 -4.285024 2.392607 4.988458 3.130847 0.887627 -9.683338 8.178469 6.169208 -5.878270 2.246639 8.232014 -0.988838 4.570204 -9.058377 -0.214009 -16.737856 3.756568 6.688815 -10.944405 -9.007349 5.946042 -5.124455 -1.783665 -7.677290 12.056026 -5.266702 -1.172370 -3.560635 8.123236 2.606864
C1(C(CC(CC1CCCCCCCCCCCCCCCC)C)C)C,3,Train,42,42.163643,2.779550 9.929899 -7.031191 -3.768680 2.502586 0.709252 -12.046526 -3.732846 7.237418 -0.609123 1.474844 3.937852 2.644476 -2.700792 -0.956401 7.458642 5.436856 4.896451 4.716087 -3.576334 8.268994 -0.041634 2.486941 3.033688 -0.835986 -3.818165 0.385951 1.183133 4.086632 -10.024750 2.470001 -0.373784 -5.061900 -5.457328 -1.993900 0.713001 2.735966 2.223822 0.645036 -7.105154 4.984746 3.235488 -3.803301 2.388836 5.130740 -1.030381 3.199942 -6.961354 -0.765560 -12.217349 2.914458 5.064301 -7.907040 -5.855575 5.084180 -3.410140 -1.200623 -5.489396 8.438290 -5.194799 -0.780702 -2.711583 5.923764 1.973957
CCCCCCCCCC(C)C=CC(C)CCCCCCCCC,3,Train,56,56.674957,3.180846 14.339468 -8.529716 -4.707075 3.088100 1.480671 -17.457542 -3.185484 10.457991 -1.001244 2.778379 5.554488 3.083033 -2.911717 -1.220225 10.361094 8.492350 5.483694 7.343525 -4.829201 10.493877 2.099554 2.832269 6.130838 -1.368764 -4.855723 0.900370 1.838153 5.032391 -13.291200 2.472575 -1.183789 -4.583431 -8.591515 -4.712889 1.615521 4.975274 2.851527 0.614653 -8.936180 7.916419 5.500571 -5.477051 2.605359 7.651201 -1.347759 4.736500 -8.942417 -0.267255 -16.672747 3.060786 6.508179 -10.612102 -8.682666 5.583521 -4.817133 -1.573208 -7.264294 11.141037 -5.215115 -0.692648 -3.330391 7.947929 2.652127
CCCCCCCCCCCCCCCCCC(=O)OC(C)CC,3,Train,98,99.49648,5.088666 25.557297 -15.766795 -8.342414 5.860375 2.857555 -31.119026 -4.609704 17.475119 -1.333543 5.593819 9.756999 7.608667 -4.094600 -1.577787 17.876570 14.210765 9.617085 12.196099 -7.405916 19.158600 4.843218 4.449883 11.007857 -2.713870 -7.768979 1.928626 3.427580 8.740110 -22.886284 4.333307 -1.526211 -9.008054 -14.310940 -7.679680 3.563778 7.407531 4.765927 1.877643 -15.432409 14.516850 9.732095 -9.647549 4.999864 13.475447 -2.071068 8.719529 -15.015053 -0.795237 -27.760033 6.784599 12.117690 -18.287867 -14.368637 10.609779 -7.566184 -2.686009 -13.701889 19.294962 -8.792709 -0.754689 -5.649399 14.443607 4.451034
CCCCCC/C=C(/CCC)\CCCCCCC,3,Train,45.5,47.669655,2.581840 11.900761 -7.221562 -4.043577 2.505071 1.174621 -14.341719 -2.745260 8.643152 -0.463804 2.332009 4.508184 2.692265 -2.257340 -0.858843 8.328877 6.943034 4.619852 5.928380 -4.132100 9.017235 1.745098 2.514725 5.087946 -1.355573 -4.214725 0.568331 1.387547 4.126444 -10.972470 2.106249 -0.831691 -4.197435 -6.924695 -3.849097 1.213450 3.972959 2.557331 0.688699 -7.633093 6.745236 4.588908 -4.384704 2.095602 6.294530 -0.942351 3.914564 -7.701530 -0.271383 -13.748150 2.684066 5.695773 -8.847936 -7.158067 4.784138 -4.031761 -1.145101 -6.134150 9.355667 -4.455979 -0.440277 -2.857623 6.526948 2.196855
CCCCCCC=CCCCCCCCCO,3,Train,46,46.163372,2.553721 11.485786 -7.045527 -4.126858 2.351518 0.800267 -13.453258 -3.000094 8.156384 0.021531 1.776333 4.204198 2.880804 -2.242106 -0.658842 7.743592 6.470850 4.607940 5.569883 -3.767514 8.903920 1.749301 2.096963 4.239402 -1.320139 -4.451217 0.375335 1.139718 4.196656 -10.266189 2.542162 -0.996220 -4.627693 -6.171351 -3.295800 0.835831 3.594733 2.391937 0.720230 -7.547114 6.507557 3.899077 -3.627428 2.147635 5.889072 -0.828685 4.191083 -7.514907 -0.567143 -12.832029 2.468124 6.184306 -8.407316 -6.762702 5.147887 -3.757658 -0.873778 -6.063585 8.952127 -4.570592 -0.299120 -2.622016 6.646094 2.590742
CCCCCCCCC=CCCCCCCCC(=O)O,3,Train,46,46.08289,2.419493 11.834494 -6.969982 -4.404290 2.506069 0.782207 -13.688485 -2.731307 8.392768 -0.285711 1.894513 4.071156 2.676195 -2.070595 -0.662082 8.038816 6.664000 4.578489 5.753500 -3.946485 8.839128 2.195936 2.163986 4.394913 -1.203088 -4.221334 0.521242 1.310684 4.101773 -10.292234 2.380215 -1.017194 -4.191034 -6.257863 -3.616719 1.099335 4.044714 2.382075 0.411253 -7.550738 6.471704 4.151720 -3.756985 2.054777 6.060061 -0.872247 3.979552 -7.251631 -0.325646 -12.952985 2.374960 5.888086 -8.299408 -6.817064 5.041599 -3.971023 -0.835311 -5.882856 9.038984 -4.358169 -0.266498 -2.586808 6.474870 2.446779
CCCCCCCCCCCC(=O)OCCCCCC,3,Train,74,74.47414,3.929376 19.506479 -11.978315 -5.599049 3.884493 2.164450 -22.959496 -3.283186 13.045941 -0.361435 3.889660 7.188509 6.903762 -2.925877 -1.046648 12.577077 10.177315 7.212643 9.458463 -5.377131 14.447834 3.724730 3.715656 8.175083 -2.222241 -6.198905 1.214302 1.365671 6.778624 -16.976196 3.665385 -0.932262 -7.209054 -10.284126 -6.235606 2.695671 5.006402 3.985008 2.368845 -11.400329 11.205215 6.680498 -6.817266 4.376844 9.901704 -1.489906 6.441201 -11.741992 -1.489374 -20.728287 5.031770 9.752455 -14.030832 -9.940056 8.095210 -4.893459 -1.645862 -11.251003 13.987463 -6.473118 -0.132599 -3.781385 10.787798 3.590328
CCCCCC[C@](C)(CC)C1CCCC2CCCCC12,3,Train,18.38,18.228249,0.872091 4.378661 -3.056019 -1.618194 0.848572 0.146526 -5.162006 -1.561981 3.215122 -0.172121 0.537658 1.796783 0.682914 -1.044574 -0.469638 2.977553 2.491450 1.639764 2.068200 -1.569688 3.609108 0.353487 0.975685 1.335896 -0.320618 -1.811163 -0.103386 0.378884 1.883642 -4.078694 0.907113 -0.147549 -1.926840 -2.433907 -1.073123 0.314089 1.376672 1.249903 0.505068 -3.214610 2.149210 1.641024 -1.725702 0.673817 2.136168 -0.357245 1.408488 -3.155720 -0.300491 -5.271366 0.828858 2.003193 -3.389428 -2.834023 2.008012 -1.500110 -0.502143 -2.248184 3.722080 -1.959326 -0.253182 -1.271171 2.224359 1.097343
CC1=CC2=CC=CC=C2C=C1,2,Train,6,4.4735956,0.005408 1.813535 -1.868703 0.891076 0.300854 0.663061 -2.413242 -0.574342 0.461360 0.605195 0.230712 1.273108 0.595697 0.849086 -0.622197 0.000480 0.670148 0.348562 0.505732 -0.819629 1.594258 -0.236768 -0.575018 -0.482190 -0.452051 -0.757206 0.058249 0.447526 -0.381607 -0.959781 -0.287448 0.416384 -0.200488 -0.578427 -0.849472 0.090703 -0.186709 0.261316 0.531585 -1.117821 0.792966 0.830150 -0.862698 -0.777742 1.589841 -0.086330 -0.367896 -0.343475 -0.215680 -1.223643 0.161723 0.587091 -1.025370 0.348840 0.217553 -1.307730 -0.295998 -0.717159 1.455187 0.316559 -1.376049 -0.136539 0.335418 0.949538
CCCCCCCCCC(=O)OCCCCCC,3,Train,64,67.126274,3.233400 17.251877 -11.047762 -5.476122 3.513113 1.694045 -20.475288 -3.269985 11.417837 -0.399568 3.069935 6.033711 5.818223 -2.633142 -0.626127 11.136946 9.167522 6.577787 8.348190 -4.956430 13.182388 3.501517 3.562640 6.820855 -1.914777 -5.794354 0.907972 1.394865 5.969088 -15.063651 3.372260 -1.078406 -6.515746 -8.858253 -5.141991 2.114772 4.443716 3.763845 1.901862 -10.508430 9.941036 6.057743 -5.706178 3.508446 8.777392 -1.320560 6.001049 -10.409878 -1.350260 -18.399488 4.323233 8.990826 -12.710754 -8.832798 7.515954 -4.619009 -1.389888 -10.020628 12.756088 -6.375463 -0.153135 -3.462912 9.697815 3.455549
CCCCCCCCCCCCOC(=O)CCCCCCCCCCC,3,Train,85,85.09171,5.486218 22.993242 -13.224087 -5.683223 4.529278 2.644159 -26.967579 -3.568489 16.094305 -0.888115 4.280496 8.921651 7.728066 -3.579901 -1.702335 15.159628 11.642649 8.269395 11.729794 -6.045050 16.090363 3.941816 4.530937 10.087727 -2.476571 -6.914224 2.123767 1.224540 8.561171 -20.118778 4.305041 -1.156251 -7.413557 -12.538918 -7.949867 3.449811 6.430025 4.044304 2.287719 -12.170925 12.742723 6.862602 -8.247608 5.453134 11.688601 -1.928450 7.215179 -13.934447 -1.987040 -24.496164 5.503561 10.748450 -16.315121 -11.812116 8.599123 -5.508607 -2.358071 -12.596478 16.114033 -6.918890 -0.639036 -4.282166 12.314203 4.066113
CCCCCCCCCCOC(=O)CCCC,3,Train,61,62.0922,2.843306 15.872772 -10.260531 -5.320432 3.214612 1.294326 -18.910473 -3.160741 10.459406 -0.433833 2.516408 5.455002 5.079751 -2.477223 -0.351008 10.236015 8.549324 6.219865 7.706501 -4.654048 12.218757 3.369525 3.437258 6.037876 -1.687672 -5.468287 0.820984 1.416466 5.500912 -13.874320 3.200198 -1.240833 -5.877124 -7.894131 -4.508508 1.818108 4.181707 3.589424 1.515527 -9.808226 9.107093 5.534547 -4.943304 2.921379 8.093765 -1.400563 5.664251 -9.548822 -1.296564 -16.883942 3.701498 8.381596 -11.862557 -8.082475 6.998956 -4.367223 -1.301509 -9.140402 11.896673 -6.282672 -0.106201 -3.194977 8.923254 3.446817
CCCCCCCCCCCCCCCCO,3,Train,68,76.26465,4.784431 19.156120 -11.720596 -6.467316 4.175172 2.247335 -22.773670 -4.048263 13.200785 -0.312487 3.774981 6.867262 5.839413 -3.402149 -1.560832 12.979962 10.770582 7.728837 9.510161 -6.028439 14.651489 2.823030 3.508656 7.565221 -2.229431 -6.802917 0.758774 1.522511 6.672061 -17.653400 3.874603 -1.324338 -7.858170 -10.599059 -6.153100 1.942398 5.279130 3.529792 1.676219 -11.809023 11.020848 6.830644 -6.488005 4.423712 9.869339 -0.766111 6.663515 -12.237476 -1.092851 -21.357267 5.303248 10.279749 -13.688553 -10.871588 8.426205 -5.892180 -1.625366 -10.799358 14.441411 -7.178523 -0.414398 -4.207028 11.108431 3.736132
CC(C)C(C)C(C)C,3,Train,14,14.170262,0.859978 3.573995 -2.187236 -1.230762 0.837823 0.105010 -4.343158 -1.078290 2.819109 0.051961 0.540957 1.580622 0.841665 -0.501982 -0.696195 2.949342 2.233516 1.200485 1.778243 -1.088715 2.657220 0.382795 0.202398 1.678444 -0.472924 -1.314310 -0.199819 0.357623 1.383300 -2.791909 0.619015 -0.194141 -1.430150 -2.369311 -1.133094 0.768636 1.515013 0.439554 0.745009 -2.380451 1.843260 1.459987 -1.938151 0.455816 1.897013 -0.200186 0.885939 -2.279509 -0.216208 -4.236653 0.479387 1.338103 -2.883617 -1.567355 1.236392 -1.169922 -0.074450 -1.885140 2.699588 -0.949006 -0.081479 -0.818703 1.971375 0.853250
CCCC(C)(C)C,3,Train,30,29.966103,1.184534 7.612911 -5.049866 -2.915798 1.591197 0.710375 -9.220462 -1.549615 5.104882 -0.452871 1.548504 2.742089 1.612101 -0.991285 -0.713803 5.489465 4.289635 2.548016 3.652873 -2.668500 5.944903 1.486189 0.863333 3.247661 -0.658708 -2.412333 0.070565 1.133499 2.469002 -6.751188 0.936016 -0.259821 -2.763334 -4.481918 -2.092866 1.289858 2.482901 1.544393 0.756823 -5.036714 4.031111 3.216101 -3.260749 1.085269 4.084909 -0.165904 2.232429 -4.643145 -0.029965 -8.512675 1.973435 3.337698 -5.373447 -4.505610 3.107518 -2.616226 -0.683321 -4.003782 6.007809 -2.444497 -0.580795 -1.820668 4.019661 1.296923
CCCC(=O)OC,3,Train,6.4,6.007129,0.399572 2.032048 -1.332747 0.256080 -0.437584 -0.315484 -2.140205 -0.572049 1.405249 0.737085 0.523945 1.959558 0.798387 0.090831 -0.072743 -0.059903 0.887317 1.083606 0.417398 -0.429442 1.812664 0.218227 -0.160045 -0.173340 -0.069295 -0.781981 0.548658 0.568578 0.596750 -1.573027 0.674288 -0.048103 -0.733448 -0.151266 0.327292 -0.268720 -0.138904 0.272409 0.902334 -1.170276 0.708118 0.472576 -0.203377 -0.553369 1.159249 0.180517 1.038366 0.467957 -0.480260 -0.816208 0.213712 0.691636 -0.905299 -0.176395 0.681214 -0.296988 0.182900 -1.249429 0.985647 -1.701088 -0.504553 -0.691053 0.730765 0.324791
CCCCOCCO,3,Train,41,40.610893,2.436348 10.402120 -6.243572 -3.721582 2.065967 0.538400 -12.024026 -2.137049 7.153664 -0.024937 1.899019 3.987055 2.900921 -1.457966 -0.620250 6.639101 5.505224 4.022558 5.080131 -3.279272 8.049782 2.201401 1.653417 3.965127 -1.185506 -3.822637 0.645819 1.028507 3.996960 -8.898485 2.276627 -0.850470 -4.126904 -5.131709 -3.026752 1.205613 2.995460 1.768214 0.822285 -6.075913 5.919668 3.271611 -3.300876 2.123313 5.565396 -0.375347 3.864418 -6.422199 -0.597504 -11.179323 2.469200 5.478611 -7.271300 -5.626603 4.456204 -3.137789 -0.629283 -5.554167 7.639357 -3.629932 -0.300244 -2.037616 5.987505 2.235572
CCCC1CCCC2=CC=CC=C12,3,Train,7.88,8.036542,0.117819 1.872489 -1.619700 -0.246980 0.205932 0.117762 -2.361983 -0.750084 1.237461 0.143683 0.389254 0.824009 0.311320 -0.223458 -0.173617 0.866854 1.285517 0.775321 0.988766 -0.845151 1.877154 0.035015 0.149979 0.584180 -0.060616 -1.085293 -0.125848 0.183912 0.053253 -1.444847 0.249718 0.072549 -0.971424 -0.859461 -0.499631 0.118229 0.276511 0.660534 0.457960 -1.852937 0.851267 0.880290 -0.928116 -0.039454 1.226706 -0.197855 0.411797 -1.126734 -0.118279 -2.091656 0.567400 1.013608 -1.635449 -0.749063 0.688156 -0.864615 0.104505 -0.923852 1.745693 -0.886929 -0.264463 -0.500241 0.959132 0.855782
CCCCCCCCCCOC(=O)CCCCCCCC=CCCCCCCCC,3,Train,134,109.29416,6.342606 29.196697 -17.013906 -7.017048 6.136434 4.020030 -35.599747 -4.340067 21.220968 -1.930639 7.460778 12.719279 9.423851 -4.818439 -2.986220 20.866407 15.388540 10.170446 15.256851 -7.693156 20.076902 5.370251 4.565145 14.359591 -2.839038 -7.614884 2.661552 4.007966 10.953023 -25.956276 3.887598 -1.124205 -8.093682 -17.441898 -9.579055 5.680315 9.111340 4.920371 2.926386 -15.692623 15.908914 10.644964 -12.586712 6.995073 15.946297 -2.525505 8.994016 -16.531567 -1.489581 -31.441229 7.517319 12.166691 -20.806437 -16.224955 10.350636 -8.060810 -3.518054 -15.225119 21.062622 -7.986089 -1.483240 -5.939211 15.817096 4.898456
COC(=O)CCCCC(=O)OC,3,Train,5,4.998146,0.034507 1.856359 -2.068833 2.601991 -2.242706 -0.070309 -2.021189 -0.678714 1.318945 1.817233 0.655059 2.721045 0.483879 1.305211 0.192061 -1.771644 0.738266 2.297006 -0.798127 -0.927542 3.043082 -0.912048 0.295283 -2.165501 -0.732956 -0.991137 0.138925 0.090851 0.730531 -2.238747 1.413665 -1.075838 -1.289159 -0.038001 -0.020015 -0.979014 -2.026820 0.119314 1.952991 -0.728854 0.803152 -0.618916 0.089454 -1.243240 1.356011 1.165460 1.885095 2.446531 -0.845385 0.420407 -0.077606 0.167712 0.911416 0.534058 1.103292 -1.082727 0.314247 -3.061486 0.742206 -2.061467 -2.001472 -0.247305 1.303491 -0.247551
CCCCCCC(CCCC)CCCCCC,3,Train,70,60.511917,3.503788 15.507057 -9.066189 -4.937576 3.425939 1.931241 -18.567337 -2.926115 11.000072 -0.720647 2.996147 5.484797 4.067925 -2.658711 -1.393301 10.514441 8.938958 5.798157 8.021824 -5.261493 11.497088 2.716871 2.959485 6.613000 -1.700305 -5.236854 0.857119 1.276668 4.956661 -14.360666 2.735346 -1.052619 -5.100908 -9.042055 -5.705038 1.674389 5.123233 2.933174 0.979479 -9.144578 8.680082 5.816409 -5.723748 3.045313 7.869823 -0.784341 5.079782 -9.607766 -0.683750 -17.617798 3.366472 7.636094 -11.186481 -8.974130 6.307081 -5.046528 -1.392903 -8.387715 11.637950 -5.370173 -0.488442 -3.291831 8.576067 2.947109
CCC=CCC=CCC=CCCCCCCCC(=O)O,3,Train,20,20.630661,0.816643 5.282983 -3.141250 -2.276611 0.768077 -0.210251 -5.984368 -1.529237 3.881529 0.111354 0.712840 2.039620 1.076124 -1.249290 0.081388 3.677022 2.914961 1.876536 2.630256 -1.526427 3.910964 0.654424 0.717779 1.403064 -0.356096 -2.141058 -0.021075 0.496035 2.066060 -4.261587 1.292907 -0.416456 -2.063376 -2.843642 -1.337984 0.577474 1.965906 1.445103 0.241040 -3.804230 2.545483 1.640090 -1.518535 0.625463 2.768257 -0.638968 1.786974 -3.218268 -0.030444 -5.642055 0.696785 2.422623 -3.590314 -2.937134 2.142566 -1.734523 -0.260276 -2.488875 4.226593 -2.193410 -0.119019 -1.306187 2.759850 1.407990
CCCCCCCCCCCCCC(=O)OCCCCCCCC,3,Train,71,83.34042,5.191260 22.454544 -13.042435 -5.682129 4.504617 2.649844 -26.197529 -3.485747 15.667980 -0.825391 4.370465 8.657328 7.622895 -3.403390 -1.631261 14.759315 11.441669 8.159247 11.284906 -5.984413 15.829340 3.985982 4.402933 9.797090 -2.469302 -6.707340 1.932538 1.290498 8.169461 -19.549324 4.155809 -0.985540 -7.406929 -12.215160 -7.683085 3.380050 6.229663 4.014720 2.284909 -12.077955 12.461911 6.979700 -8.062863 5.412449 11.347383 -1.798716 7.073938 -13.432238 -1.864145 -23.918264 5.543442 10.560658 -15.875961 -11.480984 8.601844 -5.509303 -2.128962 -12.390141 15.728536 -6.801189 -0.559908 -4.135406 12.089057 3.937693
CCC(CC(C)C)C(CC)CC(C)C,3,Train,39,40.85876,2.228692 10.211161 -6.579762 -3.483116 2.221131 1.329296 -12.498012 -1.946742 7.611232 -0.773361 2.285969 3.785062 2.433302 -1.561296 -1.211669 7.724538 6.123435 3.552680 5.083514 -3.546518 7.855021 1.810198 1.533844 4.678299 -1.050772 -3.277584 0.251107 1.647353 3.413934 -9.219851 1.362019 -0.369600 -3.575445 -6.601134 -3.163720 1.811786 3.579280 1.983999 0.808177 -6.649313 5.681642 4.306394 -4.701756 1.835740 5.478016 -0.517108 3.048860 -6.499866 -0.146111 -11.887636 2.558454 4.456193 -7.343947 -6.214504 4.162924 -3.528621 -1.185604 -5.339804 8.221837 -3.229189 -0.845204 -2.497530 5.764320 1.681208
CCCCCCCCCCCCCCC1CCCCC1,3,Train,57,55.717552,3.652416 13.053783 -9.002678 -4.715554 2.885636 1.207803 -16.054535 -4.395730 9.120913 -0.118514 2.064836 5.034169 4.165280 -3.282361 -1.101862 9.041461 7.212331 6.522823 6.181705 -4.330273 10.992104 0.446283 3.198943 4.290796 -1.539581 -5.389493 0.291316 0.868615 5.062753 -12.989602 3.228354 -0.796087 -7.108272 -6.931853 -3.069930 0.742840 3.246750 3.045840 1.191929 -9.152175 7.285044 4.109578 -4.427976 2.934619 6.805352 -0.989149 4.442027 -9.444149 -1.203484 -15.400439 3.963476 7.512031 -10.369328 -7.306531 6.418566 -4.085527 -1.633335 -7.944946 10.874352 -6.698936 -0.357178 -3.467950 7.880564 2.961092
CC(CC(CCCCCCCC)(CC(C)C)C1=CC=CC=C1)C,3,Train,18,17.596817,0.989273 4.133270 -3.165759 -1.771989 1.036670 0.159064 -4.937834 -2.037758 3.291468 -0.473920 0.306340 1.794783 0.657144 -1.398073 -0.671981 3.425878 2.177216 1.710503 1.928877 -1.565596 3.464848 -0.058302 0.786842 0.942039 -0.008685 -1.627225 -0.133606 0.570547 2.062764 -4.269425 0.590846 -0.350008 -1.929776 -2.543295 -0.498409 0.230301 1.218842 1.036220 -0.027667 -3.257578 1.922255 1.342025 -1.468496 0.845151 2.170397 -0.485927 1.269591 -2.821494 -0.288572 -5.469681 0.887949 1.853199 -3.305478 -2.730951 2.058486 -1.618901 -0.761132 -2.008961 3.901213 -2.146904 -0.931222 -1.360406 2.261870 1.120839
CC(C)(C)C1=CC=CC=C1,3,Train,-1,-1.753992,-0.040978 0.024678 -0.956644 0.575048 -0.062320 0.662874 -0.727339 -0.188844 -0.440634 0.478271 -0.401033 0.837686 -0.260221 0.735710 -0.995525 -0.590859 -0.188764 0.093279 -0.221983 -0.458919 0.033787 -1.220593 -0.260583 -1.211879 0.069732 -0.486031 0.083308 0.004066 0.274991 -0.407644 0.243521 0.438744 0.375270 0.204443 0.007090 -0.408575 -0.334319 -0.132037 -0.044542 0.241845 -0.637482 -0.808864 0.285758 -0.514549 0.243372 -0.699622 -0.783020 0.315170 -0.266247 0.274817 -0.720817 -0.414455 0.190888 0.898862 -0.386272 0.042583 -0.365101 0.320388 0.615030 -0.020724 -0.784326 0.101476 -0.590952 0.153844
CCOC(=O)CCCCC(=O)OCC,3,Train,15,13.119361,0.385724 4.841742 -3.457398 1.127962 -0.919929 0.191178 -4.478285 -1.472592 2.238367 1.130446 1.424068 3.566552 2.676334 0.614496 -0.015400 0.634687 2.609725 2.840536 0.859819 -0.505459 4.567688 -0.143483 -0.001762 -0.259941 -0.144409 -0.495845 0.368633 1.082774 1.717929 -3.646788 0.902567 -0.226380 -1.938237 -1.482962 -0.248336 0.564923 -0.252927 0.702529 1.886555 -2.353602 2.124030 1.487750 -0.165131 0.072969 2.840565 0.489555 1.503707 1.106572 -1.150653 -1.985224 0.902442 1.436938 -1.301311 0.012168 2.125294 -1.555651 0.160449 -3.659308 2.588599 -2.612168 -1.620728 -0.735644 1.737635 0.051551
CCCCCCCCCCCCCCCC(=O)OC(C)C,3,Train,83,85.41175,4.306639 21.836994 -13.504659 -7.445426 5.177283 2.213920 -26.334780 -4.434575 14.913610 -1.149101 4.234046 8.045836 5.750353 -3.446983 -1.169151 14.951170 12.160091 8.397961 10.236447 -6.639456 16.533644 4.374402 4.108283 9.017211 -2.261849 -6.968250 1.605328 2.733930 7.495816 -19.513042 4.117040 -1.500910 -7.714226 -11.745151 -6.355314 2.425820 6.547151 4.108658 1.094905 -13.334273 12.327114 8.147870 -7.455852 3.835958 11.214201 -1.725548 7.678931 -12.803537 -0.844477 -23.905703 5.349643 10.856004 -15.851868 -12.349712 9.348017 -6.804844 -2.202827 -11.573702 16.794062 -8.122330 -0.612253 -4.829410 12.428102 4.195436
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,3,Train,38,34.96319,2.234385 12.874465 -6.065200 -2.438087 2.122718 2.142488 -11.944235 -2.950575 6.440305 -0.815812 3.098069 3.762876 4.888344 0.297068 -0.008945 5.530082 6.463596 4.307272 4.192728 -2.677102 8.856736 2.547428 -0.346480 1.581555 0.407770 -1.320071 0.898510 2.811804 3.021683 -8.622749 1.030079 -0.654122 -2.020838 -5.878829 -3.689496 3.773060 3.392302 1.149334 1.555454 -6.312168 5.581361 5.044243 -1.679405 2.064232 6.744990 -0.554984 1.830244 -3.036036 -0.901163 -8.711364 1.643665 3.783082 -6.606672 -2.153025 5.283628 -4.404794 -0.571546 -6.152975 6.124588 -3.107315 -0.932354 -1.508852 4.058074 1.786363
